course_title,is_paid,price,num_subscribers,level,published_timestamp,subject,categ_price,categ_duration,sales,comisiones,costos
Mastering Micro Services Using Java Spring Boot,True,195,1649,All Levels,17-05-2017,Web Development,150-200,0-2,321555,72.15,118975.35
How to Create A Website: An HTML Tutorial and CSS Tutorial,True,65,3012,All Levels,25-09-2016,Web Development,50-100,>10,195780,24.05,72438.6
The Advanced Web Developer Course,True,100,6890,Intermediate Level,03-06-2015,Web Development,50-100,>10,689000,37.0,254930.0
Projects in MongoDB - Learn MongoDB Building Projects,True,50,4628,All Levels,28-09-2015,Web Development,0-50,>10,231400,18.5,85618.0
Learning JavaScript Programming Tutorial. A Definitive Guide,True,50,17113,All Levels,26-11-2012,Web Development,0-50,8-10,855650,18.5,316590.5
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",True,35,244,Beginner Level,29-06-2017,Web Development,0-50,2-4,8540,12.95,3159.7999999999997
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",True,195,1472,All Levels,08-02-2017,Web Development,150-200,>10,287040,72.15,106204.8
The Complete JavaScript Course For Web Development Beginners,True,195,31499,All Levels,29-12-2015,Web Development,150-200,2-4,6142305,72.15,2272652.85
Email Marketing: Send Unlimited Emails via Own Mail Server,True,35,3539,Beginner Level,19-04-2017,Web Development,0-50,0-2,123865,12.95,45830.049999999996
Getting started with JavaScript,True,200,1415,Beginner Level,27-06-2017,Web Development,150-200,0-2,283000,74.0,104710.0
Learn the basics of the Web development: Coding Tactics,True,40,2965,Beginner Level,29-04-2017,Web Development,0-50,0-2,118600,14.8,43882.0
RESTful API with Laravel 5.4: Definitive Guide,True,145,655,All Levels,28-04-2017,Web Development,100-150,>10,94975,53.65,35140.75
Learn AngularJS Step By Step,True,20,18777,Intermediate Level,07-07-2015,Web Development,0-50,0-2,375540,7.4,138949.80000000002
Learn React : The World's Most Lucrative JavaScript Library,True,50,1591,Beginner Level,08-02-2017,Web Development,0-50,8-10,79550,18.5,29433.5
Master Regular Expressions from scratch - All languages,True,70,1925,All Levels,27-04-2017,Web Development,50-100,0-2,134750,25.9,49857.5
Try AngularJS: Beginner's Guide to Front End Web Development,True,50,16926,Beginner Level,13-10-2016,Web Development,0-50,4-6,846300,18.5,313131.0
JavaScript Step by Step how to apply it to your web pages,True,100,13406,All Levels,26-07-2015,Web Development,50-100,0-2,1340600,37.0,496022.0
Explore JavaScript Beginners Guide to Coding JavaScript,True,200,5739,Beginner Level,12-03-2017,Web Development,150-200,2-4,1147800,74.0,424686.0
Learn Web Scraping with Node.js,True,75,16731,All Levels,29-12-2015,Web Development,50-100,0-2,1254825,27.75,464285.25
Getting Started with WordPress 2016,True,20,1613,Beginner Level,14-04-2016,Web Development,0-50,0-2,32260,7.4,11936.2
Learn HTML5 Programming From Scratch,False,0,268923,All Levels,14-02-2013,Web Development,0-50,>10,0,0.0,0.0
Getting Started with LESS - Beginner Crash Course,True,25,1780,Beginner Level,12-02-2015,Web Development,0-50,0-2,44500,9.25,16465.0
Master ECMAScript 2015 (ES6),False,0,7438,All Levels,28-11-2016,Web Development,0-50,2-4,0,0.0,0.0
Learn to Setup Websites from Scratch,False,0,21087,Beginner Level,14-04-2014,Web Development,0-50,2-4,0,0.0,0.0
Create Fast RESTful APIs with Lumen and Homestead by Laravel,True,60,1157,All Levels,25-10-2015,Web Development,50-100,2-4,69420,22.2,25685.399999999998
"Build Modern Websites Quick With HTML,CSS and Bootstrap",True,20,912,Beginner Level,18-10-2016,Web Development,0-50,4-6,18240,7.4,6748.8
Twitter Integration customize Tweets with developer API,True,115,2039,All Levels,29-12-2015,Web Development,100-150,0-2,234485,42.55,86759.45
Build a Responsive Website with a Modern Flat Design,False,0,16527,All Levels,26-03-2014,Web Development,0-50,0-2,0,0.0,0.0
The Ultimate WordPress Boot Camp: Build 7 Websites,True,125,1000,Intermediate Level,26-02-2016,Web Development,100-150,>10,125000,46.25,46250.0
Master the Basics of HTML5 & CSS3: Beginner Web Development,False,0,26541,Beginner Level,21-05-2015,Web Development,0-50,2-4,0,0.0,0.0
Become A Full Stack Web Developer in 14 Days,True,195,467,All Levels,23-11-2016,Web Development,150-200,>10,91065,72.15,33694.05
Projects In ReactJS - The Complete React Learning Course,True,50,947,Intermediate Level,22-11-2016,Web Development,0-50,6-8,47350,18.5,17519.5
Beginning Web development Learn the basics of HTML,True,95,9832,Beginner Level,06-01-2017,Web Development,50-100,0-2,934040,35.15,345594.8
Step by Step Build Your Template by Bootstrap 4 from scratch,True,80,2184,Beginner Level,30-03-2017,Web Development,50-100,2-4,174720,29.6,64646.4
Hosting your static website on Amazon AWS S3 service,True,20,2853,Beginner Level,05-05-2017,Web Development,0-50,0-2,57060,7.4,21112.2
JavaScript Rockstar How to create Incredible Useful code,True,75,16590,All Levels,29-10-2015,Web Development,50-100,2-4,1244250,27.75,460372.5
Spring Core DevOps on AWS,True,100,1626,Intermediate Level,15-11-2016,Web Development,50-100,6-8,162600,37.0,60162.0
How to Create a Website Without Coding - WordPress 2016,True,195,9056,Beginner Level,04-02-2016,Web Development,150-200,0-2,1765920,72.15,653390.4
PHP Graphic Techniques: CAPTCHA/ Create a verification code,True,20,8320,All Levels,14-10-2015,Web Development,0-50,0-2,166400,7.4,61568.0
Introductory To HTML and CSS,True,50,4106,Beginner Level,27-08-2016,Web Development,0-50,0-2,205300,18.5,75961.0
Learn how to convert PSD to HTML and CSS responsive,True,30,5324,All Levels,10-02-2017,Web Development,0-50,2-4,159720,11.1,59096.4
PHP User Login Registration Script With All Features,True,200,5603,All Levels,02-10-2016,Web Development,150-200,2-4,1120600,74.0,414622.0
AJAX : Let's build a COOL project,True,70,4183,All Levels,13-03-2015,Web Development,50-100,2-4,292810,25.9,108339.7
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,True,95,301,Intermediate Level,10-07-2016,Web Development,50-100,6-8,28595,35.15,10580.15
Laravel Homestead,False,0,3883,Beginner Level,07-12-2016,Web Development,0-50,0-2,0,0.0,0.0
The Complete TypeScript Programming Guide for Web Developers,True,40,236,Intermediate Level,12-10-2016,Web Development,0-50,2-4,9440,14.8,3492.8
JavaScript with BackboneJS and Bootstrap CSS - Advanced,True,25,1758,Intermediate Level,21-05-2012,Web Development,0-50,2-4,43950,9.25,16261.5
Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,True,200,1266,All Levels,15-05-2015,Web Development,150-200,0-2,253200,74.0,93684.0
XML DOM :basics for beginners,True,35,920,All Levels,26-09-2016,Web Development,0-50,0-2,32200,12.95,11914.0
Learn HTML Basics From Scratch,False,0,5004,All Levels,29-12-2015,Web Development,0-50,2-4,0,0.0,0.0
Byte-Sized-Chunks: Dynamic Prototypes in Javascript,True,20,880,All Levels,10-03-2016,Web Development,0-50,2-4,17600,7.4,6512.0
Build Websites from Scratch with Squarespace,True,50,342,Beginner Level,16-07-2015,Web Development,0-50,2-4,17100,18.5,6327.0
Introduction to web programming for GIS applications,True,100,205,Beginner Level,13-03-2017,Web Development,50-100,>10,20500,37.0,7585.0
Java Spring Security,True,40,527,Intermediate Level,15-11-2014,Web Development,0-50,2-4,21080,14.8,7799.6
Responsive Html5 Theme Development,True,20,1517,All Levels,06-06-2014,Web Development,0-50,0-2,30340,7.4,11225.800000000001
What’s New in Bootstrap 4,True,20,130,All Levels,07-09-2015,Web Development,0-50,0-2,2600,7.4,962.0
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,True,50,1018,Intermediate Level,07-07-2015,Web Development,0-50,2-4,50900,18.5,18833.0
Building a Ruby on Rails Application with Neo4j,False,0,4830,Intermediate Level,18-08-2015,Web Development,0-50,0-2,0,0.0,0.0
Sara Learns to Code.  Making an App from Scratch,True,60,402,Beginner Level,02-08-2016,Web Development,50-100,2-4,24120,22.2,8924.4
Ajax  for Beginners: A Very Basic Introduction,True,65,755,Beginner Level,25-01-2016,Web Development,50-100,0-2,49075,24.05,18157.75
Wordpress Essentials: Useful Plugins,True,25,1087,Beginner Level,15-09-2015,Web Development,0-50,0-2,27175,9.25,10054.75
Django by Example,True,125,170,Expert Level,13-01-2017,Web Development,100-150,8-10,21250,46.25,7862.5
Build A Great Wordpress Website For Your Business in 2 Hours,True,35,1054,All Levels,10-06-2014,Web Development,0-50,0-2,36890,12.95,13649.3
Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,True,40,245,All Levels,11-08-2015,Web Development,0-50,0-2,9800,14.8,3626.0
Mastering TypeScript,True,95,353,Expert Level,29-12-2015,Web Development,50-100,2-4,33535,35.15,12407.949999999999
Mastering AngularJS UI Development,True,95,464,Expert Level,03-09-2015,Web Development,50-100,0-2,44080,35.15,16309.599999999999
Custom Theme Creation for WordPress using HTML5 and CSS3,True,35,298,Beginner Level,06-12-2015,Web Development,0-50,0-2,10430,12.95,3859.1
Create a PHP Contact Form in Bootstrap,True,20,2238,All Levels,27-12-2015,Web Development,0-50,0-2,44760,7.4,16561.2
Introduction To Data Analytics Using Microsoft Power BI,True,45,1764,All Levels,13-07-2016,Web Development,0-50,0-2,79380,16.65,29370.6
HTML Made Simple For Beginners: Create a One Page Website,True,65,3380,Beginner Level,14-10-2015,Web Development,50-100,0-2,219700,24.05,81289.0
The Complete Web Developer Masterclass: Beginner To Advanced,True,20,1030,All Levels,12-05-2017,Web Development,0-50,2-4,20600,7.4,7622.0
Website Builder Software Previews,True,25,1406,Beginner Level,15-12-2016,Web Development,0-50,0-2,35150,9.25,13005.5
Learn How to Create Your Own Social Network,True,50,4732,All Levels,24-04-2015,Web Development,0-50,0-2,236600,18.5,87542.0
"Learn By Example: The Foundations of HTML, CSS & Javascript",True,50,1724,All Levels,29-02-2016,Web Development,0-50,>10,86200,18.5,31894.0
JavaScript manipulation of the DOM Document Object Model,True,20,1618,Beginner Level,13-05-2016,Web Development,0-50,0-2,32360,7.4,11973.2
Create Jekyll blog and host it on Github like a Ninja,True,20,5056,Beginner Level,13-12-2014,Web Development,0-50,0-2,101120,7.4,37414.4
Learn React JS from scratch,True,115,1562,Beginner Level,10-10-2016,Web Development,100-150,2-4,179630,42.55,66463.09999999999
Web Security: Common Vulnerabilities And Their Mitigation,True,50,1547,All Levels,14-07-2016,Web Development,0-50,6-8,77350,18.5,28619.5
PHP for Beginners,True,40,2626,Beginner Level,01-07-2015,Web Development,0-50,4-6,105040,14.8,38864.8
Make a professional website - 30 Day Guarantee. Discounted!,True,20,11167,All Levels,23-06-2014,Web Development,0-50,0-2,223340,7.4,82635.8
Symfony 3: Build a PHP Application with Symfony,True,20,466,All Levels,20-04-2017,Web Development,0-50,0-2,9320,7.4,3448.4
Learn ASP.Net Web API 2 for Absolute Beginner,True,30,1355,All Levels,30-03-2017,Web Development,0-50,2-4,40650,11.1,15040.5
Build a Website in 30 Minutes,True,95,5065,Beginner Level,13-11-2015,Web Development,50-100,0-2,481175,35.15,178034.75
Google Blogger : How to Create a Blog,True,20,1763,Beginner Level,24-02-2017,Web Development,0-50,0-2,35260,7.4,13046.2
How to Make a Website Without Coding- WordPress & Web Skills,True,30,6413,All Levels,28-04-2015,Web Development,0-50,8-10,192390,11.1,71184.3
Learn WCF And Web APIs From Scratch,True,50,5398,Intermediate Level,08-10-2014,Web Development,0-50,>10,269900,18.5,99863.0
How To Build A Website From Scratch + Blogging Blueprint,True,20,7017,All Levels,08-04-2015,Web Development,0-50,2-4,140340,7.4,51925.8
Learn To Create Different Website Layouts & Media Queries ,True,195,6510,All Levels,11-08-2015,Web Development,150-200,0-2,1269450,72.15,469696.50000000006
Build Sign Up and Login Forms With Bootstrap Modal,True,20,1898,All Levels,17-11-2016,Web Development,0-50,2-4,37960,7.4,14045.2
"Build a Real Time web app in node.js , Angular.js, mongoDB",True,20,3299,All Levels,04-03-2015,Web Development,0-50,2-4,65980,7.4,24412.600000000002
Superb jQuery Course - Become Certified jQuery Developer,True,95,817,All Levels,28-05-2017,Web Development,50-100,0-2,77615,35.15,28717.55
How To Build A Facebook Messenger Chat Bot From Scratch,True,120,1798,Beginner Level,11-05-2017,Web Development,100-150,0-2,215760,44.4,79831.2
"Build Your Own Calculator App with Javascript, HTML5 & CSS",True,50,3688,All Levels,13-04-2017,Web Development,0-50,0-2,184400,18.5,68228.0
The Complete WordPress Development & Customization Course,True,100,1611,Expert Level,07-11-2016,Web Development,50-100,>10,161100,37.0,59607.0
HTML CSS Easy steps to create a web template from scratch,True,200,11574,Beginner Level,14-12-2015,Web Development,150-200,0-2,2314800,74.0,856476.0
Learn jQuery AJAX in 1 hour,True,195,2547,Intermediate Level,27-10-2016,Web Development,150-200,0-2,496665,72.15,183766.05000000002
Develop Competitive Plugins for WordPress and WooCommerce,True,150,2063,All Levels,30-03-2017,Web Development,100-150,0-2,309450,55.5,114496.5
Get Results - Core Principles of Web Development Tricks Tips,True,75,22355,All Levels,23-06-2015,Web Development,50-100,0-2,1676625,27.75,620351.25
JSON Faster Sleeker & Easier Discover the benefits learn it,True,200,8577,All Levels,12-08-2015,Web Development,150-200,0-2,1715400,74.0,634698.0
Get to know HTML Learn HTML Basics,True,200,10674,Beginner Level,22-11-2016,Web Development,150-200,0-2,2134800,74.0,789876.0
Ultimate Css & JQuery Form Designing From Beginner to Expert,True,115,783,All Levels,09-06-2017,Web Development,100-150,0-2,90045,42.55,33316.649999999994
PHP: Complete Registration and Login with Email Verification,True,20,12781,All Levels,27-01-2016,Web Development,0-50,2-4,255620,7.4,94579.40000000001
JavaScript from Beginner to Expert,True,125,5484,All Levels,18-05-2015,Web Development,100-150,>10,685500,46.25,253635.0
Build a website HTML5 CSS3 Beginner Course,True,150,7884,Beginner Level,02-02-2016,Web Development,100-150,0-2,1182600,55.5,437562.0
Learn Ruby on Rails: Stripe Payment Processing,True,40,15724,All Levels,02-11-2016,Web Development,0-50,0-2,628960,14.8,232715.2
WordPress For Beginners | No Coding Required,True,20,3106,All Levels,15-04-2017,Web Development,0-50,0-2,62120,7.4,22984.4
jQuery For Beginners : A Basic Introduction,True,65,6293,Beginner Level,03-11-2015,Web Development,50-100,0-2,409045,24.05,151346.65
WordPress Plugins and Widgets,True,40,8711,Beginner Level,09-09-2016,Web Development,0-50,0-2,348440,14.8,128922.8
PHP Essential How to create build Amazing websites with PHP,True,75,8067,Beginner Level,26-11-2015,Web Development,50-100,2-4,605025,27.75,223859.25
HTML CSS JavaScript: Most popular ways to code HTML CSS JS,True,170,9332,All Levels,18-11-2015,Web Development,150-200,2-4,1586440,62.9,586982.7999999999
Bootstrap 3 Beginners: Create a Professional Landing Page,True,20,3271,Beginner Level,20-09-2015,Web Development,0-50,2-4,65420,7.4,24205.4
Introduction to Node.js for Beginners,True,125,1367,Beginner Level,24-04-2017,Web Development,100-150,4-6,170875,46.25,63223.75
Introduction to Coding with Ruby,True,45,5077,Beginner Level,22-07-2015,Web Development,0-50,2-4,228465,16.65,84532.04999999999
Complete PHP and MySql Course: From Beginner to Professional,True,200,6508,All Levels,05-10-2015,Web Development,150-200,6-8,1301600,74.0,481592.0
Angular JS Essentials,True,195,4687,Beginner Level,03-01-2017,Web Development,150-200,2-4,913965,72.15,338167.05000000005
How To Setup Web Hosting,False,0,11758,Beginner Level,15-07-2015,Web Development,0-50,0-2,0,0.0,0.0
"Web Application Development using Redis, Express, and Socket",True,200,300,Beginner Level,09-02-2017,Web Development,150-200,4-6,60000,74.0,22200.0
How to Start a WordPress Blog - Complete Beginners Guide!,False,0,3784,Beginner Level,02-01-2017,Web Development,0-50,0-2,0,0.0,0.0
CSS3 Gradients for Web Designers,True,20,1209,All Levels,19-08-2016,Web Development,0-50,0-2,24180,7.4,8946.6
Learn ASP NET MVC 5 step by step,True,20,1428,Intermediate Level,06-10-2015,Web Development,0-50,2-4,28560,7.4,10567.2
Tumult Hype Pro Basics: HTML5 Animations Made Easier,True,50,716,Beginner Level,14-09-2016,Web Development,0-50,2-4,35800,18.5,13246.0
Web Hosting Set Up and WordPress Installation For Beginners,False,0,12563,Beginner Level,09-04-2014,Web Development,0-50,0-2,0,0.0,0.0
Ruby on Rails 4---A Test-Driven Approach,True,100,1518,Beginner Level,17-02-2015,Web Development,50-100,>10,151800,37.0,56166.0
AJAX :basics for beginners,True,35,1241,All Levels,10-09-2016,Web Development,0-50,0-2,43435,12.95,16070.949999999999
Let's JavaScript!  Code a calculator,True,35,380,Beginner Level,23-02-2017,Web Development,0-50,0-2,13300,12.95,4921.0
JavaScript from Beginner to Advanced,True,195,395,All Levels,20-12-2016,Web Development,150-200,>10,77025,72.15,28499.250000000004
WordPress Theme Academy with Bootstrap,True,20,1169,Intermediate Level,10-09-2015,Web Development,0-50,6-8,23380,7.4,8650.6
Building a eCommerce Startup in 4 Hours [Livestream],True,50,1114,Beginner Level,11-04-2017,Web Development,0-50,2-4,55700,18.5,20609.0
Responsive PHP Registration Form: From Scratch,True,95,5738,All Levels,28-06-2017,Web Development,50-100,2-4,545110,35.15,201690.69999999998
A-Frame WebVR Programming Tutorial Series (Virtual Reality),True,40,6648,Beginner Level,24-05-2017,Web Development,0-50,0-2,265920,14.8,98390.40000000001
Learn Bootstrap And Make Responsive Websites,True,25,1605,All Levels,11-06-2017,Web Development,0-50,2-4,40125,9.25,14846.25
HTML Web Development Crash Course,True,20,4848,Beginner Level,02-08-2016,Web Development,0-50,0-2,96960,7.4,35875.200000000004
Bootstrap Basics: Program Responsive Websites,True,75,4743,All Levels,09-08-2013,Web Development,50-100,2-4,355725,27.75,131618.25
Projects with JSON and APIs,True,20,1520,All Levels,18-02-2017,Web Development,0-50,0-2,30400,7.4,11248.0
Web Design HTML CSS How to Create a Website from Scratch,True,50,3601,Beginner Level,03-09-2016,Web Development,0-50,0-2,180050,18.5,66618.5
"Create Complete Sign up System using PHP, jQuery and Ajax",True,200,4033,All Levels,15-02-2016,Web Development,150-200,2-4,806600,74.0,298442.0
Adobe Flash for Beginners - Build Flash Website From Scratch,True,200,17071,All Levels,01-03-2014,Web Development,150-200,0-2,3414200,74.0,1263254.0
Learn Complete WordPress for Building a Professional Sites,True,80,13708,All Levels,23-06-2016,Web Development,50-100,8-10,1096640,29.6,405756.80000000005
Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,True,125,430,All Levels,04-04-2017,Web Development,100-150,2-4,53750,46.25,19887.5
Bootstrap Essential Training - Create Your Very Own Website,True,20,2643,All Levels,19-02-2016,Web Development,0-50,8-10,52860,7.4,19558.2
Angular 2 Jump Start With Typescript,True,20,1731,All Levels,08-12-2015,Web Development,0-50,2-4,34620,7.4,12809.400000000001
Learn Plugin Development in WordPress By Building  Projects,True,60,1313,All Levels,11-01-2016,Web Development,50-100,>10,78780,22.2,29148.6
"Build Your Startup with No Coding (Design, Develop & Ship)",True,30,775,All Levels,03-06-2016,Web Development,0-50,6-8,23250,11.1,8602.5
The Web Developers Guide: Learn HTML & CSS Fundamentals,True,20,2243,All Levels,01-05-2016,Web Development,0-50,6-8,44860,7.4,16598.2
Learn PHP Programming for Absolute Beginners - Lite,True,20,2749,All Levels,15-12-2015,Web Development,0-50,0-2,54980,7.4,20342.600000000002
Learn Drupal 8 - With a Live Project,True,55,2012,All Levels,17-03-2017,Web Development,50-100,2-4,110660,20.35,40944.200000000004
Supreme NodeJS Course - For Beginners,True,200,1080,All Levels,29-11-2016,Web Development,150-200,2-4,216000,74.0,79920.0
CSS3 for beginners,True,195,3831,Beginner Level,23-04-2015,Web Development,150-200,0-2,747045,72.15,276406.65
Javascript for beginners,True,75,2071,Beginner Level,01-10-2015,Web Development,50-100,0-2,155325,27.75,57470.25
Become a Bootstrap Expert: Build 20 Layouts!,True,35,2755,All Levels,08-02-2016,Web Development,0-50,>10,96425,12.95,35677.25
PHP : Learn to upload files to Amazon S3 and use CloudFront,True,50,1216,All Levels,15-06-2016,Web Development,0-50,2-4,60800,18.5,22496.0
PHP MySQL: Learn PHP MySQL with Project,True,20,2314,All Levels,21-04-2016,Web Development,0-50,0-2,46280,7.4,17123.600000000002
How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,False,0,8770,Beginner Level,20-09-2015,Web Development,0-50,0-2,0,0.0,0.0
Projects in Django and Python,True,60,1764,All Levels,21-10-2014,Web Development,50-100,6-8,105840,22.2,39160.799999999996
"Create, Update and Manage Your Own Website Using Drupal 7",True,120,2837,All Levels,16-10-2013,Web Development,100-150,6-8,340440,44.4,125962.8
Learn HTML - The programming language to build a webpage!,True,25,1655,Beginner Level,17-01-2016,Web Development,0-50,0-2,41375,9.25,15308.75
Learn To Program JavaScript (in ten easy steps),True,75,2721,Beginner Level,20-05-2013,Web Development,50-100,4-6,204075,27.75,75507.75
Bootstrap :basics for beginners,True,40,1152,All Levels,21-09-2016,Web Development,0-50,0-2,46080,14.8,17049.600000000002
Introduction to CSS Development,False,0,15493,Beginner Level,18-08-2014,Web Development,0-50,0-2,0,0.0,0.0
PHP :basics for beginners,True,45,1562,All Levels,28-09-2016,Web Development,0-50,0-2,70290,16.65,26007.3
Beginning Oracle WebLogic for Administrators,False,0,9786,Beginner Level,15-04-2015,Web Development,0-50,0-2,0,0.0,0.0
Build an HTML5 and CSS3 Website in 35 Minutes,True,20,1904,Beginner Level,10-03-2015,Web Development,0-50,0-2,38080,7.4,14089.6
Angular 2 Routing: Up And Running,False,0,3357,Intermediate Level,21-02-2017,Web Development,0-50,0-2,0,0.0,0.0
Advanced Prezi: Make Amazing Presentations ,True,30,2200,All Levels,24-01-2016,Web Development,0-50,0-2,66000,11.1,24420.0
1 hour jQuery,True,100,5456,Beginner Level,03-08-2013,Web Development,50-100,0-2,545600,37.0,201872.0
The WpFASTER WordPress Speed Optimization Master Course,True,175,2134,All Levels,13-04-2015,Web Development,150-200,6-8,373450,64.75,138176.5
How to Build Your Own Website with WordPress: A Step-by-Step Guide ,True,95,4675,All Levels,05-03-2015,Web Development,50-100,4-6,444125,35.15,164326.25
Build Apps with ReactJS: The Complete Course,True,40,1433,All Levels,22-10-2015,Web Development,0-50,4-6,57320,14.8,21208.4
Learn SASS: from beginner to expert,True,20,1734,Beginner Level,14-09-2016,Web Development,0-50,0-2,34680,7.4,12831.6
The complete HTML5 course,True,20,3461,Beginner Level,02-12-2015,Web Development,0-50,0-2,69220,7.4,25611.4
Create a Responsive Website with Bootstrap 3,True,50,4076,Intermediate Level,28-10-2014,Web Development,0-50,2-4,203800,18.5,75406.0
Lerning PHP by building website,True,185,567,All Levels,17-11-2016,Web Development,150-200,6-8,104895,68.45,38811.15
Learn PHP Object Oriented Features with Simple Examples,True,20,1723,All Levels,05-10-2016,Web Development,0-50,0-2,34460,7.4,12750.2
Crash Course - Learn to Create a PHP MVC Framework,True,50,1282,All Levels,01-05-2016,Web Development,0-50,0-2,64100,18.5,23717.0
JSON :basics for beginners,True,45,2052,All Levels,09-09-2016,Web Development,0-50,0-2,92340,16.65,34165.799999999996
CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,True,200,1874,All Levels,16-03-2016,Web Development,150-200,>10,374800,74.0,138676.0
Complete Guide to Front-End Web Development and Design,True,200,1119,Beginner Level,23-05-2016,Web Development,150-200,>10,223800,74.0,82806.0
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",True,100,1023,All Levels,22-03-2016,Web Development,50-100,4-6,102300,37.0,37851.0
Javascript for Beginners,True,20,3697,All Levels,09-07-2011,Web Development,0-50,2-4,73940,7.4,27357.800000000003
MongooseJS Essentials - Learn MongoDB for Node.js,False,0,21682,Beginner Level,12-03-2016,Web Development,0-50,0-2,0,0.0,0.0
Regular Expressions for Beginners - Universal,True,100,1975,All Levels,20-01-2017,Web Development,50-100,2-4,197500,37.0,73075.0
Learn Redis from Scratch,True,40,553,Intermediate Level,13-07-2016,Web Development,0-50,2-4,22120,14.8,8184.400000000001
WordPress Plugin Development -> Deep dive discovery!,True,40,2650,All Levels,05-11-2015,Web Development,0-50,0-2,106000,14.8,39220.0
Learn Ajax and jquery with PHP,True,20,2964,Beginner Level,07-01-2016,Web Development,0-50,0-2,59280,7.4,21933.600000000002
Create a business website with WordPress,True,50,1624,All Levels,14-03-2016,Web Development,0-50,2-4,81200,18.5,30044.0
DesktopServer : Install WordPress Locally  - Work Anywhere!,True,65,1640,Beginner Level,01-11-2015,Web Development,50-100,0-2,106600,24.05,39442.0
Understand PHP Arrays and HTTP Request in a Better Way,True,35,1627,All Levels,23-05-2016,Web Development,0-50,0-2,56945,12.95,21069.649999999998
Mastering CSS,True,95,1815,Expert Level,17-06-2015,Web Development,50-100,4-6,172425,35.15,63797.25
The Complete Wordpress Theme Development Guide,True,25,1011,Beginner Level,19-05-2017,Web Development,0-50,0-2,25275,9.25,9351.75
The Complete HMTL5 Course - Go From Beginner To Advanced!,True,95,2430,All Levels,13-10-2016,Web Development,50-100,0-2,230850,35.15,85414.5
Learn Jquery from Scratch 2-Hour Training ,True,20,5318,Beginner Level,16-07-2015,Web Development,0-50,0-2,106360,7.4,39353.200000000004
How to Create a Wordpress Website from Scratch - No Coding,True,20,7018,All Levels,30-07-2015,Web Development,0-50,2-4,140360,7.4,51933.200000000004
Learn PHP CodeIgniter Framework with AJAX and Bootstrap,True,75,1634,All Levels,13-09-2016,Web Development,50-100,2-4,122550,27.75,45343.5
The Complete Guide to JavaScript Development,True,110,3590,All Levels,25-01-2016,Web Development,100-150,>10,394900,40.7,146113.0
Basic HTML CSS and Web Design,True,30,4030,Beginner Level,19-02-2016,Web Development,0-50,8-10,120900,11.1,44733.0
Build Professional WordPress Website,True,145,4020,All Levels,14-01-2015,Web Development,100-150,2-4,582900,53.65,215673.0
Ultimate CSS3 Course - From Beginners To Professional,True,95,2635,All Levels,13-10-2016,Web Development,50-100,0-2,250325,35.15,92620.25
Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,True,200,7211,All Levels,10-02-2016,Web Development,150-200,>10,1442200,74.0,533614.0
Learn by Example : ReactJS,True,50,1496,Beginner Level,27-12-2016,Web Development,0-50,6-8,74800,18.5,27676.0
React.js Quickly: Developing Scalable Web User Interfaces,True,50,4447,Intermediate Level,19-04-2016,Web Development,0-50,2-4,222350,18.5,82269.5
JavaScript - Tricks and Workarounds,True,100,1410,All Levels,15-04-2016,Web Development,50-100,4-6,141000,37.0,52170.0
Kids Coding - Beginner HTML,True,20,6628,Beginner Level,19-07-2013,Web Development,0-50,0-2,132560,7.4,49047.200000000004
Learn PHP from scratch!!,True,25,1908,Beginner Level,28-04-2017,Web Development,0-50,0-2,47700,9.25,17649.0
PHP with PDO - ULTIMATE Crash Course,True,50,1248,All Levels,06-12-2015,Web Development,0-50,0-2,62400,18.5,23088.0
JavaScript for beginners with live examples,True,195,4587,Beginner Level,29-09-2015,Web Development,150-200,2-4,894465,72.15,330952.05000000005
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,True,50,2351,All Levels,21-01-2015,Web Development,0-50,2-4,117550,18.5,43493.5
Laravel(5.2) PHP Framework  Jump Start for beginners,True,20,3898,Beginner Level,29-12-2015,Web Development,0-50,2-4,77960,7.4,28845.2
Professional WordPress Theme Development For 2017,True,20,3185,All Levels,08-05-2015,Web Development,0-50,6-8,63700,7.4,23569.0
Learn Laravel PHP Framework Building Multi User SEO Blog APP,True,100,557,All Levels,04-01-2017,Web Development,50-100,8-10,55700,37.0,20609.0
Javascript Specialist,True,200,408,Beginner Level,23-02-2017,Web Development,150-200,6-8,81600,74.0,30192.0
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,True,70,1703,All Levels,04-02-2016,Web Development,50-100,2-4,119210,25.9,44107.7
JavaScript Intro to learning JavaScript web programming,True,20,17554,Beginner Level,01-06-2015,Web Development,0-50,0-2,351080,7.4,129899.6
Crash Course: Fundamentals Of HTML & CSS From Scratch.,True,20,7368,Beginner Level,20-09-2013,Web Development,0-50,0-2,147360,7.4,54523.200000000004
